,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,target
T_PAN_7,5.200080000000001,11.66,8.79872,9.80127,10.5389,11.613,8.504389999999999,8.12744,10.9167,12.0076,5.0,5.6177,7.91472,8.23445,10.3893,5.0,9.51167,9.22055,7.12608,9.5251,5.0,8.52818,5.0,5.0,8.311589999999999,5.0,8.49916,6.82235,5.0,10.7715,8.218010000000001,11.0315,8.3723,7.053789999999999,5.0,5.56265,5.0,6.7074300000000004,10.2345,5.0,9.61818,7.752039999999999,7.059489999999999,8.50647,6.9565,5.0,10.8796,5.0,10.107999999999999,6.2754,5.0,5.0,5.0,5.0,5.0,5.0,5.0708,8.96486,5.4017,10.2055,5.0,10.4881,11.1611,7.5586,9.1315,9.196860000000001,5.0,5.4458,10.162,7.035639999999999,7.173539999999999,11.5641,7.15751,5.9911,5.0,10.3785,8.77567,11.7458,11.0308,10.8977,11.6124,10.4109,10.4217,5.0,10.4118,5.7822,11.825999999999999,8.18939,8.61621,6.9729,10.4348,5.0,5.5563,5.3175,9.955039999999999,9.11871,5.0,7.104139999999999,7.591060000000001,8.73033,5.5866,6.5129,7.4185300000000005,11.9475,5.0,11.3069,8.7249,5.0,7.0444,6.712610000000001,7.79523,5.0,5.8536,5.58058,11.1497,9.67651,8.7638,8.96601,10.2119,8.57757,5.0,11.2397,7.630789999999999,7.858569999999999,10.6279,8.53788,12.0154,11.9953,5.0,5.3879,8.70849,5.0487,5.0,9.37889,5.0,5.0,5.75051,5.0,5.0,5.0,9.202630000000001,5.8734,5.0,9.823360000000001,7.394,8.07998,11.1434,7.4270000000000005,6.2368,6.14392,6.7036,10.363,8.474160000000001,9.45202,6.3746,6.8692,7.906510000000001,7.101610000000001,7.4608300000000005,6.0222,7.8892,5.9572,8.45076,8.12503,7.9761,5.9854,5.0,5.6635,5.0,7.9548,6.0131,5.0,8.0335,7.6385,6.8282,6.3386,6.4541,5.6635,6.3746,5.0,7.093,6.1059,5.0,7.8717,6.6664,6.8488,6.2639,6.058,7.9211800000000006,8.1769,5.0,7.2171,9.31847,5.0,5.0,5.0,5.0,5.0,5.0,7.335,6.6282,7.667839999999999,8.838569999999999,5.0,5.0312,5.6041,5.6751,5.0,6.6132,5.0,5.0,5.0,5.0,8.84884,5.0,5.0,5.0,1
T_PAN_8,6.34336,11.8788,8.58023,10.7673,10.9901,11.7204,9.19258,9.24289,11.0451,12.0493,5.0,6.676260000000001,8.37602,8.741430000000001,10.9695,5.0,10.0138,10.0781,7.595339999999999,9.877889999999999,5.0,10.1554,5.0,5.0,9.33784,5.0,8.97171,7.489839999999999,5.0,10.1625,8.77856,11.0151,8.45841,7.24362,5.0104,6.078119999999999,5.0,5.5193900000000005,10.8182,5.0,10.9276,8.43147,7.61371,8.61143,7.687139999999999,5.0,10.624,5.0,9.81227,6.5194,5.685,5.0,5.0,5.5483,5.0,5.0,5.6046,7.89113,6.0379,8.85103,5.0,10.3669,11.3809,8.0581,9.97438,8.801789999999999,5.0,5.6498,10.1895,7.194539999999999,7.48545,11.6743,7.748480000000001,6.17601,5.17601,10.1999,9.254669999999999,11.8255,11.0485,11.3604,11.7957,11.1246,11.1322,5.0,10.5976,6.3515,12.124,8.67338,8.64446,7.188389999999999,8.87836,5.0,5.566,5.1254,9.42263,9.14299,5.0,8.80386,7.55165,11.5747,5.2128,6.43697,7.50785,11.9809,5.0,11.5422,8.40284,5.0,6.8917,7.04595,5.99045,5.41606,6.44731,6.16352,11.780999999999999,10.1378,9.56833,9.863480000000001,11.0504,9.39551,5.0,11.654000000000002,8.20372,7.81388,10.7731,7.7526600000000006,12.1782,12.2108,5.8572,5.0,9.458219999999999,5.176,7.92905,10.323,5.0,5.0,6.37331,5.5275,5.0,5.0,9.08124,6.437,5.0,10.1618,7.3167,8.13279,11.2815,7.6442,6.1703,6.44965,7.2306,10.0927,8.48354,8.60483,6.4084,7.0346,8.00554,7.29708,7.027819999999999,5.7093,8.104,6.3874,8.69437,6.13911,8.1977,5.9723,5.0,6.0681,5.0,7.8961,6.0548,5.0,8.0447,7.9794,7.1391,6.4598,6.7178,5.6749,6.3333,5.0,7.7593,6.2306,5.0,8.0531,6.9652,7.0845,6.8621,6.3660000000000005,8.32366,8.5549,5.1073,7.3660000000000005,10.4845,5.0003,5.0,5.0,5.0,5.0,5.0,7.2541,6.0548,7.668410000000001,9.00554,5.0,5.0,5.8313,6.1328,5.0,6.7877,5.0,5.0,5.0,5.0,9.084539999999999,5.0,5.0,5.0,1
T_PAN_9,5.847169999999999,11.9483,8.43335,9.47225,10.7983,11.8962,9.18792,8.32372,10.296,12.2452,5.0,5.0,8.681339999999999,8.72759,9.28256,5.0,9.52331,9.54593,7.60152,9.61335,5.0,8.650360000000001,5.0,5.0,7.5885,5.0,9.18936,7.3315600000000005,5.0,10.6829,8.59394,10.859000000000002,7.5509699999999995,8.02839,5.6772,5.2401800000000005,5.42727,8.39772,10.8581,5.0,10.2076,8.27581,5.66076,9.08741,7.294630000000001,5.0,11.231,5.0,11.7729,7.0284,5.0,5.0,5.0,5.9321,5.0,5.0,5.3053,9.167639999999999,5.7877,10.9626,5.0,11.5536,10.9476,7.8009,9.82051,10.745,5.0,5.2622,10.2893,7.08515,7.19182,11.9794,7.27607,6.40362,5.13614,11.3391,9.32815,12.1866,11.3314,11.2199,12.1286,11.255999999999998,11.1055,5.0,10.6056,6.195,12.2076,8.44464,9.30754,7.245430000000001,11.1813,5.0,6.7476,6.5462,10.035,9.47268,5.0,8.30606,7.56612,7.76927,5.0,6.773569999999999,7.28212,11.8544,5.4365,11.3164,10.1411,5.9812,6.7606,7.07125,7.20143,5.48977,6.55117,6.38125,11.4748,9.8801,9.289639999999999,9.31862,10.2723,8.762789999999999,5.0,11.7594,7.807510000000001,7.82419,10.9927,8.41742,12.1906,12.3336,5.0,6.0395,9.43924,5.1886,5.76495,9.17323,5.0,5.0,5.0,5.5512,5.0,5.5105,10.8489,6.2267,5.4036,10.8253,8.0747,7.695880000000001,11.4647,7.7208,6.5791,6.4566300000000005,6.9144,11.2981,8.88417,10.3556,6.7113,6.9342,8.226989999999999,6.82527,7.901039999999999,6.0477,8.2162,5.8533,8.8288,7.699739999999999,7.9714,6.5537,5.8182,5.4102,5.0836,8.1099,6.0836,5.0,8.2297,7.9077,7.107,5.7822,6.8876,5.8533,6.2718,5.0,8.0015,6.3768,5.0,8.0983,6.9983,5.9077,7.8003,6.5622,7.09536,8.7583,5.0836,7.8892,9.4663,5.0,5.0,5.0,5.0,5.0,5.0,7.41494,6.5279,7.99205,9.25351,5.0,5.6527,5.8808,6.3913,5.0,6.8739,5.0,5.0,5.0,5.0,9.16826,5.0,5.0,5.0,1
N_KID_1,9.402439999999999,11.7135,5.85289,11.103,11.767999999999999,11.8464,10.5295,10.166,10.4198,11.8484,5.0,7.62402,11.7243,10.9173,9.76752,5.0,10.4623,10.6957,10.3136,11.6295,5.3468599999999995,11.1289,5.6281,5.2104,7.5895,5.0,10.3512,10.4314,7.2564,11.0759,9.26539,10.8619,6.30622,10.2172,6.242999999999999,11.3136,6.2644,8.62091,10.1337,5.0,10.2055,8.18396,8.186060000000001,9.95255,11.68,7.0473,11.2743,6.7731,10.9026,6.9811,6.2241,5.0,5.0,5.7238,5.0,5.0,7.8895,10.4721,7.6116,11.4657,5.0,10.9055,11.2779,8.8834,10.9858,11.6018,9.3107,8.6001,10.2486,7.57885,10.2284,11.9383,8.95508,7.07,7.27424,11.9001,11.9498,11.9558,11.6125,11.7327,12.1008,11.4894,11.2158,5.0,11.7032,6.7023,11.8211,10.9678,11.043,10.8463,11.5806,8.9395,5.4015,6.0117,10.4996,11.2394,5.0,8.46002,9.35355,8.28787,5.5554,8.876489999999999,8.94406,12.0551,6.2265,11.7939,10.1425,7.9037,7.7842,8.981689999999999,10.3554,6.37742,8.37134,7.2585,11.9841,11.7638,10.787,10.8527,11.4636,9.45428,5.0,11.2277,9.55354,9.81056,11.919,8.69107,11.8283,11.9546,6.6019,8.0827,11.0572,5.5381,8.00938,11.7214,5.662999999999999,5.5554,6.47372,7.2911,5.0,6.8355,10.0872,8.1173,5.8808,9.98586,8.0188,9.724839999999999,11.8364,7.9416,6.8967,8.04987,8.0335,12.2255,11.6147,9.41822,9.2141,8.3497,9.09405,7.04644,9.91655,6.7984,9.3164,6.9726,10.7366,9.64222,9.3598,7.0685,5.6234,5.8126,5.0,8.4477,7.8106,5.2946,8.4056,8.1393,7.476,5.1036,8.333,6.4785,7.8776,5.9726,8.6675,6.6049,6.306,8.5309,7.1393,7.7603,8.4056,7.7943,8.48042,9.3759,6.7508,7.8562,9.68329,5.8948,5.0,5.0,5.0,5.0,5.0,7.20835,7.4321,9.61417,10.8171,5.4937,7.7923,6.6095,7.553999999999999,5.0,7.5791,5.5767,6.1774,5.5719,5.0,9.54248,5.2829999999999995,5.8206,10.8118,0
N_KID_2,9.22103,11.421,5.0,10.373,11.5176,11.796,9.3245,9.1713,9.37846,11.9734,5.0,7.60658,11.5275,9.72955,8.176210000000001,5.0,8.81524,9.50875,9.00462,11.2371,5.00068,10.3845,5.0,5.0,5.9686900000000005,5.0,9.35637,9.16779,5.2012,10.9483,8.32766,9.85909,5.0,8.83312,5.0,11.0769,6.08665,7.13933,8.797139999999999,5.0,8.5909,5.86822,7.153630000000001,8.72141,11.5092,5.4897,10.8842,6.1278,10.4014,6.4252,5.6913,5.0,5.0,5.3277,5.0,5.0,6.5515,7.602410000000001,6.2605,10.8114,5.0,10.0188,10.3061,7.6636,10.4792,11.3022,8.3427,6.2919,8.64016,6.932410000000001,9.32745,11.9395,7.65083,6.18268,6.18801,11.9142,11.8484,11.9112,11.5001,11.6156,11.9482,11.1439,10.574000000000002,5.0,10.4579,5.7497,10.2019,10.0388,10.2396,9.2196,10.9889,7.2531,5.0,5.0,9.950569999999999,10.4323,5.0,7.60969,7.86408,6.5570699999999995,5.0,7.7279100000000005,7.240289999999999,12.0342,5.0,11.7625,8.45127,6.0128,6.9638,7.06876,10.4771,5.17195,7.9019,6.86075,11.9073,11.8872,9.56836,9.737039999999999,10.9942,8.687999999999999,5.0,10.519,9.06006,8.4379,11.7386,7.617610000000001,12.0819,11.9991,5.0007,6.8338,10.0381,5.2351,5.91964,11.5244,5.0,5.0,5.0,5.4896,5.0,5.3055,8.57347,5.7853,5.0,8.49606,7.0363,8.43711,11.5433,7.3576,6.1575,6.85705,7.2638,12.2245,10.9071,7.60935,8.4663,7.3235,7.935630000000001,5.8533800000000005,8.44324,6.1335,8.0524,6.0588,9.604439999999999,9.13045,8.3524,5.8009,5.0,5.0,5.0,7.5241,6.8423,5.0,7.9902,7.5785,6.2217,5.0,7.5516,5.0966,6.8861,5.0,6.3576,6.1152,5.3048,7.7425,5.4866,6.8607,6.4818,7.1841,7.09042,8.4359,6.046,7.3341,9.22309,5.3576,5.0,5.0,5.0,5.0,5.0,6.30476,5.6649,8.28715,9.55212,5.0,5.9181,5.3261,5.5874,5.0,6.8534,5.0,5.5962,5.0,5.0,8.77783,5.0,5.0,9.577960000000001,0
N_KID_3,10.264000000000001,11.602,5.0,10.3144,11.5553,11.8623,9.82044,8.90837,9.06805,11.8533,5.0,6.748469999999999,11.4853,9.71435,7.982539999999999,5.0,9.12186,9.92143,8.98586,11.4031,5.0,10.8297,5.0,5.0,5.79085,5.0,9.48426,9.127130000000001,5.1635,11.3892,8.41328,10.1897,5.0,9.36437,5.0,10.8783,5.17519,7.69267,9.044360000000001,5.0,9.900910000000001,6.22661,7.17519,9.25372,11.5651,5.7446,11.2074,6.319,10.4386,6.5384,5.2871,5.0,5.0,5.1279,5.0,5.0,6.7908,9.23292,6.1576,10.6396,5.0,10.2783,10.3075,7.7208,10.4009,11.3378,8.2378,6.5873,9.19885,7.030360000000001,9.696710000000001,11.9954,7.7268300000000005,6.38791,6.65345,11.9617,11.794,11.9226,11.6426,11.84,12.0626,11.3926,10.880999999999998,5.0,11.0748,6.0044,10.8313,9.98206,10.6024,9.340639999999999,10.8473,8.3025,5.0,5.0,10.4774,10.6814,5.0,7.891889999999999,7.945810000000001,6.46141,5.0,8.45662,7.315760000000001,12.158,5.0,11.8567,8.7387,5.5629,7.2728,6.80043,10.3045,5.37275,7.75828,6.28909,11.8409,11.9161,9.96615,10.0591,10.7578,7.91649,5.0,10.6419,7.94068,8.61532,11.8761,7.85963,11.8891,12.0279,5.0,6.4029,9.84962,5.0,6.0871900000000005,11.7052,5.0,5.0,5.0,5.6742,5.0,5.5176,8.616389999999999,6.2454,5.0,8.763910000000001,7.1856,8.21764,11.6416,7.3962,6.1219,7.06888,7.2514,12.18,10.9038,8.77885,8.011000000000001,7.3525,8.19554,6.03055,8.7344,5.9969,7.9969,5.9151,9.65744,8.93448,8.6266,5.9507,5.0,5.0,5.0,7.7664,6.7429,5.0,8.3324,7.3854,6.4091,5.0,7.7207,5.5473,7.1528,5.0,7.3657,5.8091,5.0,8.0444,5.5396,6.7895,7.0416,7.2609,7.60438,8.517999999999999,6.0526,7.0796,8.91056,5.0,5.0,5.0,5.0,5.0,5.0,6.4594,6.312,8.94556,9.59315,5.0,5.0,5.8537,6.1881,5.0,7.1036,5.0,5.5473,5.0,5.0,8.239410000000001,5.0,5.0,9.84424,0
T_KID_1,5.0,6.67633,5.0,9.29802,8.42233,10.2255,5.56193,7.82234,10.1724,11.7674,5.0,5.0,9.67633,7.65022,5.0,5.0,6.97347,5.0,7.0946,9.81575,5.0,6.33487,5.0,5.0,5.0,5.0,6.60335,6.9629,5.0,11.0643,9.54255,5.0,5.0,7.23079,5.0,5.7943,5.0,5.98396,5.0,5.0,8.07019,5.99956,5.21528,5.54786,10.2302,5.0,8.615210000000001,5.0,8.598239999999999,5.6303,5.0,6.21528,5.0,5.5048,5.0,5.0,5.0,6.37528,5.5121,5.23299,5.0,8.815010000000001,5.0,6.1746,7.64527,5.0,5.1234,5.0,5.0,5.0,8.2786,10.8178,6.2184099999999995,5.0,5.0,11.967,10.2853,11.6428,9.3465,10.0264,9.9714,9.33478,8.79406,5.0,6.77999,5.0,9.79756,8.124989999999999,8.52448,6.8565,5.0,5.0,5.0,5.0,10.4491,7.2595600000000005,5.0,7.844530000000001,7.187930000000001,5.0,5.0,5.0,5.63808,7.069489999999999,5.0,7.0037199999999995,5.0,5.0,5.8918,5.0,6.99833,5.0,7.03567,5.0,11.144,11.4193,6.69252,6.69919,9.98203,8.149519999999999,5.0,10.3795,8.137310000000001,6.86245,10.8317,5.0,12.0053,12.0074,5.0,5.0,7.531960000000001,5.0,5.0,7.1784300000000005,5.0,5.0,5.0,5.0,5.0,5.0,7.405239999999999,5.0,5.0,5.97412,5.0,7.49171,9.48403,7.0174,5.4744,5.0,6.9905,12.2025,8.6094,9.90063,5.5863,6.9686,7.53512,5.95757,6.990489999999999,5.0,5.4744,5.2928,8.44893,6.7649300000000006,7.0385,5.0,5.0,5.0,5.0,7.1001,5.1447,5.0,8.3189,8.016,5.0,5.0,6.2526,5.0,5.0,5.0,5.0,5.0,5.0,7.1736,5.7296,5.0,5.0,7.3275,5.0,7.8792,5.6495,6.4705,7.079860000000001,5.0,5.1447,5.0,5.0,5.0,5.0,5.56456,5.0,8.06963,8.81172,5.0,5.0,5.0,6.9851,5.0,5.0,5.0,5.0,5.0,5.0,8.454839999999999,5.0,5.0,5.0,1
T_KID_2,6.09145,7.55905,5.0,9.48162,10.0914,11.8493,5.0,8.05723,9.54832,11.6206,5.0,5.0,8.04855,6.0339599999999995,7.057230000000001,5.0,7.50508,7.016260000000001,6.911630000000001,10.7902,5.0,7.06873,5.0,5.0,5.4313,5.0,7.5893,6.78493,5.0,9.26887,7.695069999999999,6.49659,5.0,6.25635,5.0,5.0,12.2007,7.69693,5.146730000000001,5.0,10.9156,7.27632,5.0,8.64987,8.025139999999999,5.0,8.77882,5.0,11.0876,5.8662,5.0,5.0,5.0,5.1249,5.0,5.0,5.0,8.60518,5.3582,5.64604,5.0,11.2491,6.261369999999999,5.1683,5.449,5.0,5.0,5.0,5.9616,5.13287,5.80825,11.8442,7.03257,6.7981,5.0,10.4883,8.69249,10.9189,10.1275,9.053339999999999,10.6984,10.1812,10.0213,5.0,9.3637,5.0,10.0555,8.40775,7.87735,6.14893,5.0,6.648,7.792999999999999,7.1057,8.630930000000001,8.605939999999999,5.0,6.16481,6.33825,6.55462,5.3522,6.2956,6.13287,8.83497,6.5706,8.59132,9.56414,5.0,7.3218,7.89492,5.07801,5.0,6.34755,5.31471,11.6333,10.5496,8.509730000000001,8.55964,10.2361,8.03833,5.0,11.618,8.04263,6.940230000000001,10.4358,6.38871,12.0209,12.1867,5.0,5.1112,8.22917,5.0,5.16481,7.728560000000001,5.0,5.0,5.0,5.0,5.0,5.0,10.7502,5.0,5.0,11.739,5.9466,7.0292699999999995,10.3005,7.2377,6.2473,5.0,6.7456,10.0641,8.0982,11.7123,6.2038,6.905,6.89894,5.4798599999999995,7.832260000000001,5.0,7.2803,5.6335,8.49498,5.79854,7.2568,5.0,5.0,5.8115,5.3617,7.3033,5.496,5.0,7.2895,7.169,5.2329,5.0,6.0485,5.0,5.1334,6.8307,7.0293,5.0,5.0,7.9685,6.1989,5.0,6.3033,5.8621,5.0,7.9408,5.0,7.3261,7.84962,5.0,5.0,5.0,5.0,5.0,5.0,5.33504,5.7723,6.80179,7.84018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.129539999999999,5.0,5.0,5.0,1
T_KID_3,5.0,10.0911,5.0,9.077639999999999,10.6034,9.993160000000001,8.00222,7.7673,9.786539999999999,12.0426,5.0,6.040430000000001,8.76882,7.29758,5.9308,5.0,7.867039999999999,8.11631,7.109139999999999,9.02145,6.989260000000001,11.0886,5.0,5.0,5.0,5.0,8.214260000000001,7.10434,5.0,10.4722,7.7673,6.33085,5.0,6.3226,5.0,8.702069999999999,5.0,9.32002,7.424339999999999,5.0,8.493910000000001,6.17014,5.0,6.21537,8.697289999999999,5.0,9.1935,5.0,6.71472,6.1376,5.0,5.0,5.0,5.1516,5.0,5.0,5.0,7.5229800000000004,5.7824,7.24184,5.0,5.49023,7.54086,6.8499,9.43107,7.544410000000001,5.0,5.0,5.30865,6.54772,7.1207899999999995,10.352,7.222230000000001,5.0,5.0,10.9424,9.55834,11.0378,9.91718,9.877089999999999,10.5949,10.0283,10.0016,5.0,8.35811,5.7153,9.215539999999999,8.14565,8.06478,7.900580000000001,6.9592,5.0,5.0,5.0,9.5992,9.23442,5.0,7.374230000000001,6.94037,5.83075,5.0,5.5262400000000005,5.25742,11.6377,5.0,11.1251,5.0,5.3902,6.2704,5.31701,5.0,5.0,6.7558300000000004,6.39018,11.2512,10.1839,7.63057,8.10034,10.2912,8.868219999999999,5.0,11.3055,8.59577,7.3520199999999996,10.9735,5.6103,12.1729,12.0626,5.0,5.0,8.31701,5.0,5.50443,11.5621,5.0,5.0,5.1770000000000005,5.0,5.0,5.0,5.18616,5.2487,5.0,5.0,7.061,7.289280000000001,9.98192,7.102,5.2875,5.51699,6.5647,10.9294,7.54253,5.0,5.7096,6.6109,7.02305,5.0,6.98192,5.0145,7.3122,5.517,8.10498,5.41659,8.1594,5.0,5.0,5.0,5.0,7.4956,5.8983,5.0,7.9237,6.8606,5.0,5.0,5.9709,5.0,6.2071,5.0,7.7424,5.0,5.0,7.3821,5.3433,5.0,6.0938,6.6666,5.70432,7.8267,5.2369,5.9972,8.7307,5.0,5.0,5.0,5.0,5.0,5.0,5.410069999999999,5.0,8.3628,8.97642,5.0,5.0,5.0,5.0,5.0,6.5937,5.0,5.0,5.0,5.0,9.01717,5.0,5.0,7.2295,1
T_KID_4,5.0,8.83116,5.0,8.478710000000001,9.10467,8.49001,6.27435,7.36304,9.15025,11.8097,5.0,5.0,7.9439,6.11419,6.48776,5.0,6.55814,7.9764,6.50568,8.62321,5.84531,10.1091,5.0,5.0,5.0,5.0,6.4787099999999995,5.86627,5.0,7.96024,6.62115,5.0,5.0,5.0113199999999996,5.0,8.30282,5.0,7.13161,5.4326099999999995,5.0,8.19235,5.120019999999999,5.0,5.0,8.8706,5.0,8.58789,5.0,6.51012,6.0727,5.1658,5.0,5.0,5.2848,5.0,5.0,5.0,5.54087,5.8383,5.55814,5.0,5.72807,6.24798,5.8523,6.41375,5.29511,5.0,5.0,5.0,6.15805,6.64838,8.69055,6.56275,5.0,5.0,9.4841,8.62372,9.27749,8.97519,8.95358,10.0681,9.87007,9.95852,5.0,7.62372,5.6137,9.448030000000001,7.094860000000001,6.878430000000001,7.44943,5.0,5.0,5.0,5.0,7.15117,7.15117,5.0,6.774719999999999,5.81885,6.43816,5.0,5.0,5.0,10.3026,5.0,9.53722,5.0,5.6822,5.8101,5.0,5.0,5.0,6.14425,5.0,10.6137,10.2124,7.123289999999999,7.45783,9.8041,7.82967,5.0,10.9276,7.57309,5.80136,9.65265,5.0,11.8397,12.1283,5.0,5.0,7.58591,5.0,5.0,10.3649,5.0732,5.0,5.116230000000001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.164,6.87798,9.47136,7.5208,5.2349,5.13255,6.5529,9.84275,7.042269999999999,6.01663,5.0,6.7662,6.83625,5.4963,6.23491,5.0,7.5086,6.1112,7.87798,5.63755,8.2811,5.0,5.0,5.0,5.0,7.1431,5.367000000000001,5.0,7.0224,7.3119,5.5997,5.0,5.1744,5.0,6.645,5.0,8.084,5.0,5.0,7.1192,5.0895,5.0,5.6598,7.1219,5.07851,8.0535,5.6598,6.1948,9.491660000000001,5.0,5.0,5.0,5.0,5.0,5.0,5.7175199999999995,5.0,7.30483,7.728089999999999,5.0,5.0,5.0,5.0,5.0,6.1692,5.0,5.0,5.0,5.0,8.544939999999999,5.0,5.0,7.01663,1
T_KID_5,5.0,9.45753,5.72619,8.998560000000001,9.69582,11.7668,7.04437,7.46877,7.36228,11.2109,5.0,5.0,8.96456,7.92293,7.136539999999999,6.00373,8.73553,6.88007,7.374289999999999,8.071660000000001,5.0,8.42711,5.0,5.0,5.0,5.0,7.943219999999999,7.205360000000001,5.0,10.797,8.01015,8.25165,5.15057,7.79777,5.0,6.07412,5.0,8.94322,6.11285,5.0,7.08633,5.0,6.7813300000000005,9.56531,8.343069999999999,5.0,9.23419,5.0,5.55392,5.8968,5.9297,5.0,5.0,5.5111,5.0,5.0,5.0,9.322560000000001,5.4594,5.4136,5.0,5.0,7.22538,5.7324,6.750960000000001,5.00373,5.0,5.0,7.24821,6.17506,5.7567900000000005,11.7615,6.649380000000001,5.51048,5.0,11.0216,9.535210000000001,11.7465,9.84919,11.3533,9.49359,8.199069999999999,7.901339999999999,5.0,10.08,5.022,10.8135,7.91299,9.1208,6.73725,5.0,5.0,5.0,5.0,10.1568,8.946,5.0,8.34175,7.53332,5.5925199999999995,5.0,8.179889999999999,7.03804,11.0523,5.0,10.5936,5.0,5.3568,5.1751,5.0,8.26195,5.0,5.31344,5.0,11.5314,9.72283,7.184710000000001,7.821619999999999,9.90024,6.638889999999999,5.0,11.2851,7.39883,7.33093,9.40452,6.76967,11.0245,11.3517,5.0,6.3309,7.608739999999999,5.0,5.25967,9.63976,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.6283,6.1005,5.0,6.4651,7.7713,10.0237,7.534,6.1412,5.79955,6.4962,10.7209,9.398439999999999,5.0,6.614,6.351,7.85895,5.86639,9.06828,6.0184,7.0343,5.8485,8.02106,6.875260000000001,7.9996,5.0,5.0,5.0,5.0,7.5265,6.1314,5.0,8.1776,7.4214,5.8841,5.0,7.277,5.5709,6.227,5.0,8.3079,5.0,5.0,8.162,5.0,6.2223,6.6069,6.8545,5.0,8.757,5.5265,5.7098,7.9514,5.0,5.0,5.0,5.0,5.0,5.0,5.585430000000001,6.3845,7.528410000000001,8.20836,5.0,5.0,5.0,5.0,5.0,5.4573,5.0,5.0,5.0,5.0,7.5340300000000004,5.0,5.0,5.0,1
N_BLDR_1,6.3203,11.5907,8.54423,10.3483,11.1659,11.6968,8.03557,9.56482,10.5543,11.9727,5.0,7.69383,9.238339999999999,8.76833,10.8078,5.0,9.4811,8.53219,8.62053,8.68047,8.25421,10.3246,5.6396,5.1417,8.4811,5.0,9.63445,8.80418,6.2632,10.5562,8.28101,10.3773,7.194369999999999,9.08393,5.1514,5.7651699999999995,5.0,7.71364,10.347999999999999,5.0,10.4782,7.25195,7.21305,9.789480000000001,7.13195,5.0,11.5417,5.0,10.9284,6.667000000000001,5.4714,5.0,5.0,5.547000000000001,5.0,8.68215,5.4401,9.21884,5.7588,10.8497,9.354339999999999,11.1423,10.8465,7.997000000000001,9.80688,9.96777,5.2542,6.8392,9.609639999999999,9.91993,7.6893,11.8035,7.62418,6.80979,5.0,11.5657,9.75481,11.9043,11.1524,11.265,11.8487,10.4305,10.5319,5.0,11.1657,5.5761,12.2094,9.501669999999999,10.2415,7.99471,11.0067,5.0,6.4313,6.4313,9.93201,10.0571,5.0,8.14155,7.50358,8.40397,5.4393,7.55045,10.7359,12.0536,5.2793,11.7713,10.7251,5.7208,7.6259,6.4551300000000005,6.54676,5.58328,5.893619999999999,6.27928,11.5783,9.30739,9.42425,9.58058,10.8716,9.43228,5.0,11.3166,8.22252,8.77074,11.3296,9.04861,12.0935,12.0434,6.1489,6.3317,9.77271,5.0,7.78492,10.9795,6.2703,5.0,5.58328,6.7273,5.0,5.0,10.3557,6.7076,5.0,11.1499,7.9328,8.914660000000001,11.3824,7.5968,6.4142,6.38333,7.6561,11.6596,9.796660000000001,6.926089999999999,7.7871,7.7768,8.22263,7.191789999999999,8.60516,6.3558,7.9368,6.2443,9.42654,7.198460000000001,8.4313,6.6267,5.6848,6.0614,5.6974,8.1327,6.7346,5.0614,8.0614,7.5402,7.0143,5.6528,7.7483,6.2866,6.6234,5.0,8.1477,6.6001,5.6068,8.2183,6.6593,7.1557,7.0194,6.3755,9.272960000000001,9.2056,5.0017,7.5506,9.776010000000001,5.227,5.0,5.0,5.0,5.0,7.2051,7.16936,6.7161,8.11404,9.53054,6.0368,7.2421,6.0368,6.3195,5.0,7.0638,5.0,5.0,5.0,5.0,9.41419,5.0,5.0,5.0,0
