,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,target
T_COLON_6,6.5145,8.09098,10.0595,10.1564,10.9033,11.6176,5.45296,10.368,9.85031,11.6567,5.0,6.254630000000001,8.029069999999999,8.00896,9.72712,5.0,9.2181,6.01569,10.2283,8.603639999999999,5.0,8.51132,7.0067,5.0,7.985130000000001,5.0,8.796560000000001,10.4663,8.6419,11.158,9.74209,9.91179,7.49213,10.0776,7.7154,5.29948,5.0,8.275360000000001,8.821769999999999,5.0,10.6798,6.951560000000001,7.042330000000001,9.98798,9.002189999999999,5.0,10.7465,5.0,11.2589,6.0379,5.4397,5.0,5.0,5.4661,5.0,5.0,5.0,7.82048,5.6848,11.5982,5.0,11.4762,9.61329,8.092,7.8869,11.6489,6.0857,6.6621,9.40178,5.72978,7.6791100000000005,11.3676,8.1695,6.813439999999999,5.0,10.546,8.58255,11.7864,11.1515,11.0671,11.5069,10.8574,10.9482,5.0,8.52478,5.6524,11.936,10.9474,10.9894,8.677710000000001,11.6859,5.0,7.462999999999999,7.2487,10.6802,9.76238,5.0,8.72776,7.56757,6.51231,5.3641,9.07202,9.410630000000001,11.4451,6.1149,11.1617,10.9426,5.0,7.1873,5.82356,9.02069,5.60621,7.12312,6.708089999999999,11.0256,10.319,7.849810000000001,7.777430000000001,10.385,9.19166,5.0,11.6228,8.51075,8.976569999999999,10.952,7.408530000000001,11.7015,11.9095,5.0,7.0124,8.425239999999999,6.5279,7.47907,9.89911,5.0,5.0,5.0,5.641,5.0,5.0,11.0955,6.8535,5.0,11.8043,8.4139,9.64777,11.6077,7.6385,6.2751,7.669689999999999,7.5619,10.4686,8.860660000000001,5.98599,7.5467,7.0903,7.74355,6.5948,11.0034,6.5375,7.6124,6.4842,10.6124,9.580689999999999,8.3016,6.9049,7.5064,6.2339,5.5948,7.8465,7.249,5.497000000000001,8.1091,8.0337,6.8087,5.7193,8.2206,6.7778,6.0819,5.0,7.8087,6.3223,5.0,7.8415,6.0434,6.7882,7.8502,7.1599,5.10701,9.5209,5.8735,7.3223,8.091380000000001,5.0,5.0,5.0,5.0,5.0,5.0,8.2852,5.6641,7.65417,9.70058,5.0,6.5978,5.1317,6.3988,5.0,6.8489,5.0,5.0,5.0,5.0,9.74155,5.2187,5.0,5.0,1
T_COLON_7,5.823259999999999,10.8536,5.77462,9.75595,11.3053,11.6717,6.56182,10.0678,9.679860000000001,11.8492,5.0,7.84697,8.627189999999999,8.36233,11.0156,5.0,8.2363,8.37598,8.809239999999999,10.4234,5.0,8.85674,5.4319,5.0,10.0112,5.0,9.661589999999999,9.041939999999999,5.0,10.7684,8.34855,11.1259,7.21823,9.261519999999999,5.8933,6.69845,5.0,8.89327,9.778739999999999,5.0,10.0342,7.28919,6.4002300000000005,9.43324,7.63629,5.0,11.2663,5.0,9.68206,6.7455,5.3678,5.0,5.0,5.5329,5.0,5.0,5.0,9.057269999999999,5.7828,10.9659,5.0,10.8647,10.8947,7.9923,8.63856,10.9117,5.0,6.1048,10.2643,6.72305,6.60721,11.4888,7.11791,6.57303,5.0,10.6646,9.32131,11.8008,11.4654,11.3379,11.9475,11.4322,11.589,5.0,10.1497,5.7582,12.1285,9.858939999999999,10.472999999999999,8.19699,11.3644,5.0,6.2597,6.2901,10.0914,10.0932,5.0,8.94258,7.56808,7.462689999999999,5.0,5.96817,8.30653,12.081,5.0,11.8169,9.1621,5.3139,7.197,6.4276,6.95685,5.44929,6.02706,5.75824,11.1162,10.2462,8.85792,9.05563,10.2678,8.921389999999999,5.0,11.7161,8.13475,8.53549,10.8339,8.31984,12.0575,12.1111,5.0,5.7408,8.41938,5.0,7.76042,9.62757,5.0,5.0,5.0,6.5329999999999995,5.0,5.0,9.724169999999999,5.8095,5.0,10.5655,7.9559,8.38504,11.8633,7.6836,6.577000000000001,5.33141,7.6577,10.6969,8.785860000000001,5.97351,7.287000000000001,7.1879,8.04523,7.40595,8.78486,6.4008,7.6044,6.1697,9.762739999999999,7.890639999999999,8.162,6.577000000000001,5.6446,6.5062,5.0419,8.1666,6.8262,5.0,8.3177,7.8925,6.9309,5.3094,7.5397,6.2295,6.7627,5.0,8.3771,6.145,5.0,7.7175,6.4214,6.4867,7.0183,6.3423,8.27853,9.8286,5.2412,7.0944,9.14732,5.0,5.0,5.0,5.0,5.0,5.0,5.75462,6.3094,8.46318,8.89896,5.0,5.8027,5.5816,5.0,5.0,6.7948,5.0,5.0,5.0,5.0,9.29684,5.0,5.0,5.0,1
T_COLON_8,5.384119999999999,8.622580000000001,5.8841,7.56066,8.84277,10.5114,5.0,7.91545,10.0865,10.9483,5.0,5.0,6.59795,5.91397,8.8066,5.0,7.2359,6.31415,7.2168600000000005,8.78252,5.0,7.000039999999999,5.0,5.0,7.07863,5.0,7.61441,7.07863,5.2686,8.207239999999999,6.18291,8.221639999999999,5.19269,6.822439999999999,6.1022,5.11252,5.0,7.291580000000001,7.45897,5.0,9.22283,6.13298,8.27095,7.117660000000001,6.530130000000001,5.0,9.40845,5.0,9.00699,6.2453,5.0,5.0,5.0,5.5682,5.0,5.0,5.0,6.37125,5.0707,7.60894,5.0,9.782110000000001,8.4053,6.1022,5.13298,8.31863,5.0,5.0276,7.16949,6.0426400000000005,5.11505,10.196,6.25896,5.447030000000001,5.0,8.94528,6.825539999999999,10.4365,9.25667,8.30722,10.0203,9.02463,9.5918,5.0,8.01587,5.0,10.503,7.85302,7.9195199999999994,6.3474900000000005,7.788069999999999,5.0,5.0,5.0,7.459,7.179180000000001,5.0,8.08832,5.462969999999999,5.17434,5.0,5.0,5.91518,10.607999999999999,5.0,9.970239999999999,7.68819,5.0,6.2498,5.0637,5.57723,5.0,5.0,5.0,9.05321,8.7504,7.65388,7.84696,8.11379,6.60263,5.0,10.2527,5.0,6.19358,8.0023,5.83782,10.5507,11.4535,5.0,5.0,6.145,5.0,7.69833,7.42685,5.0,5.0,5.0,5.0,5.0,5.0,8.49433,5.0,5.0,9.99577,7.2068,7.034439999999999,9.96917,7.3475,6.4756,5.0,6.4633,8.64688,6.90385,5.68449,5.7125,6.6845,6.42992,6.3608,7.1668899999999995,5.813,5.9428,5.8322,8.42992,5.69857,6.9692,5.4467,5.0,5.2409,5.0,7.3914,5.0,5.0,6.8576,6.1969,5.7535,5.0,5.8576,5.612,6.2882,5.0,7.5667,5.0,5.0,7.3113,5.2695,7.3385,5.8513,6.0008,6.1101,7.7753,5.0,6.8824,7.64688,5.0,5.0,5.0,5.0,5.0,5.0,5.306690000000001,5.0,6.5704899999999995,7.72803,5.0,5.0,5.0,5.0,5.0,5.9779,5.0,5.0,5.0,5.0,7.4257,5.0,5.0,5.0,1
T_COLON_9,5.86085,9.90041,8.62732,9.1431,11.1278,11.5689,6.44125,9.73584,9.98035,11.1968,5.0,7.58593,8.444289999999999,7.1374699999999995,10.0922,5.0,8.98087,7.28383,9.268469999999999,9.56583,5.0,8.73366,5.6505,5.0,8.691419999999999,5.0,9.44467,9.52369,7.64,10.2285,7.563739999999999,10.4439,8.34367,9.861419999999999,6.7274,5.07607,5.0,7.92755,9.10614,5.0,9.46315,7.43515,8.23023,8.76318,7.5182899999999995,5.0,10.6847,5.0,9.98766,6.5497,5.1071,5.0,5.0,5.5067,5.0,5.0,5.1148,8.0907,5.5183,11.1112,5.0,10.5858,10.0868,7.2838,8.57349,11.3512,5.0,6.5859,9.887839999999999,6.79798,7.28305,11.501,7.01892,6.9382600000000005,5.0,10.880999999999998,8.99807,11.9362,11.173,10.7252,11.559000000000001,10.3823,10.5174,5.0,9.28848,5.4937,12.0046,10.3365,11.0458,8.061860000000001,11.4941,5.0,6.4652,6.4296,9.65456,10.1816,5.0,8.67268,7.37275,7.816910000000001,5.6706,7.6482399999999995,7.6608600000000004,12.0278,5.0,11.5541,9.50971,5.6369,6.7410000000000005,6.423019999999999,7.6383399999999995,5.70352,6.00579,5.46842,10.2167,9.91121,8.8932,9.10356,9.45519,7.5324100000000005,5.0,10.6703,6.3135699999999995,8.365910000000001,9.99752,7.64542,11.2087,11.5882,5.1639,6.3347,8.01892,5.0233,8.11074,9.82752,5.0912,5.0,6.56113,6.5551,5.3897,5.0146,9.708260000000001,5.9881,5.0,10.3153,7.6556,9.10763,11.4288,7.7224,6.391,5.77413,7.5062,10.6324,9.21451,5.22739,7.1952,7.4467,7.384689999999999,6.88588,10.0775,6.3065,7.0707,6.3231,9.91142,8.195210000000001,8.2247,6.3132,5.6424,6.3032,5.2274,7.9537,6.9812,5.2829,8.0488,7.0883,6.9686,6.3165,7.7669,6.4376,6.4315,5.0,7.8076,6.1843,5.0,7.5966,6.5911,7.3132,7.0647,6.2692,6.2203,8.6055,5.3879,7.3494,8.64838,5.0,5.0,5.0,5.0,5.0,5.0,7.20781,5.7934,7.498939999999999,9.169210000000001,5.0,7.0608,5.6264,5.8678,5.0,7.0226,5.0,5.0,5.0,5.0,8.00411,5.0,5.0,5.0,1
T_COLON_10,5.79601,9.8517,6.45052,9.36004,11.0926,11.4872,5.94802,8.36755,10.6759,11.251,5.0,9.100019999999999,8.19763,7.180680000000001,10.6292,5.0,8.69218,7.070869999999999,8.04862,8.30165,5.0,8.29537,5.0,5.0,9.03925,5.0,9.4491,8.18748,5.8656,10.2699,7.648460000000001,9.868730000000001,7.12505,8.226,6.1286,5.23752,5.398680000000001,7.56469,8.863430000000001,5.0,9.60908,7.89911,8.28271,8.27315,6.29537,5.0,10.6261,5.0,10.0556,6.4785,5.4334,5.0,5.0,5.1976,5.0,5.0,5.0,8.51415,5.7416,10.3457,5.0,10.4607,10.2065,6.9953,9.06719,10.829,5.0,5.7416,9.39003,6.73446,6.1782699999999995,11.6494,6.84625,6.31714,5.0,10.4589,8.85571,11.8689,11.4367,10.8021,12.0949,10.7616,10.8903,5.0,10.1618,5.1426,12.2861,8.971910000000001,9.76155,7.28948,10.7353,5.0,6.0468,6.2613,9.69196,9.956610000000001,5.0,8.77657,7.10082,8.90742,5.0,6.79472,6.85256,12.2885,5.0,12.0602,9.25057,6.0302,6.5092,6.741280000000001,7.96173,5.72072,5.56795,5.52115,10.4217,8.7523,9.19947,9.45786,9.877930000000001,7.989210000000001,5.0,11.3767,6.64998,9.00062,10.2401,7.65722,11.71,11.8247,5.0,5.5052,8.226460000000001,5.0,6.78815,9.52807,5.0,5.0,6.04678,5.0,5.0,5.1008,9.432269999999999,5.8462,5.0,9.77905,8.1888,8.26415,11.6932,7.7102,6.2642,5.85773,7.02,10.3653,8.771469999999999,6.77223,7.4952,6.7692,7.6336699999999995,7.2091199999999995,8.817089999999999,5.3234,6.9626,6.0302,9.05413,8.52881,8.0327,6.3399,6.7006,6.2983,5.1472,8.0454,6.6353,5.0,8.0428,7.3683,6.9411,5.6486,7.1933,6.2642,6.4503,5.0,8.1093,6.1566,5.0,7.7275,6.9465,7.2706,7.0504,6.0899,6.3763,8.5225,5.1284,7.3843,9.77792,5.0,5.0,5.0,5.0,5.0,5.0,6.05037,6.1284,7.4747699999999995,8.95325,5.0,5.9732,5.7446,5.0,5.0,6.7722,5.0,5.0,5.0,5.0,8.82443,5.0,5.0,5.0,1
N_PAN_1,7.1184199999999995,10.7908,9.117389999999999,10.6003,11.4602,11.6828,8.19866,10.0962,8.91572,11.9249,5.0,8.03782,10.0737,8.62181,7.73108,5.0,9.37364,8.40386,8.91572,8.048680000000001,9.77405,8.9006,8.0364,5.4673,5.69464,5.0,9.674669999999999,8.98599,6.1225,10.0465,7.85428,10.2848,7.50988,9.81069,5.322,6.52656,5.0,6.86498,8.61598,5.228280000000001,8.13755,6.35974,6.85676,8.93068,6.66482,5.0,10.7257,5.0,10.5391,6.877999999999999,6.261,5.0,5.0,5.9784,5.0,10.9763,6.0552,9.77667,6.2784,10.5286,11.3146,11.0112,9.8196,8.1157,10.5673,9.66717,5.8385,7.1143,9.70863,11.1821,8.15944,11.8425,8.108410000000001,7.70255,5.13834,11.3283,10.4868,11.6772,11.2554,11.3833,11.3253,10.5523,10.0586,5.0,10.1008,5.7639,11.3,9.55257,10.5389,7.2688,10.5206,5.0,6.1435,7.7224,9.500910000000001,10.2756,5.0,8.16893,7.753889999999999,7.29099,5.5789,9.79655,11.6146,11.7862,5.0,11.3318,10.9453,5.3083,6.1202,5.5089,7.5827100000000005,5.70255,5.652909999999999,6.127999999999999,11.2802,8.28518,8.62653,8.75641,10.909,9.534089999999999,5.0,10.7533,7.995610000000001,9.39276,10.9675,9.00447,11.9015,11.9837,6.127999999999999,6.2782,9.430069999999999,5.5169,6.5808100000000005,10.1499,5.9921,5.0,5.0,6.5069,5.0,5.593999999999999,10.4332,6.7164,5.0,11.4428,7.8432,9.59155,11.3568,7.9259,6.8105,6.31498,7.7601,11.5106,10.4013,6.6466899999999995,7.6918,7.761,8.32294,5.87686,8.52788,6.5353,7.7087,6.1921,9.12933,8.00101,8.1658,7.294,5.499,5.0,6.1349,8.2317,6.8635,5.0,7.9764,7.2701,6.9577,5.4947,7.8752,6.6231,6.9291,5.0926,8.071,6.5119,5.2238,7.2238,5.4462,6.2368,7.0192,5.9795,9.541839999999999,8.9315,5.0926,7.4168,7.69745,5.3961,5.0,5.0,5.0,5.0,8.4529,7.744669999999999,7.0162,8.34773,9.66894,7.0025,6.8999,5.7806,7.8942,5.0,7.084,5.0811,5.0,5.0,5.0,9.115310000000001,5.2852,5.6389,5.0,0
T_PAN_1,6.44399,12.0909,9.97926,9.44662,10.9057,11.9383,9.249839999999999,8.42988,11.5479,12.0193,5.0,5.56835,8.89799,8.761000000000001,10.2317,5.35346,10.1841,9.72931,8.64517,9.004769999999999,5.0,7.84846,5.4334,6.2924,8.47953,5.0,9.32705,8.70498,6.2367,11.3108,9.109169999999999,11.4737,8.4821,8.93966,5.4334,6.50247,5.0,8.09639,9.991019999999999,5.0,10.2029,8.00655,8.71155,8.81628,7.264819999999999,5.0,11.1573,5.0,10.1111,6.9409,5.5225,5.0,5.0,6.2448,5.0,6.892860000000001,6.3232,9.74042,5.8799,9.68061,7.6205300000000005,9.85903,11.1972,7.6283,9.45231,9.79373,5.3757,7.7383,10.9488,8.70335,7.991169999999999,12.0257,7.2427600000000005,6.94615,5.91444,11.3447,9.2417,12.1892,11.7285,11.5975,11.8589,10.2528,10.2976,5.1414,10.898,6.645,12.6046,9.0113,9.94908,7.1276399999999995,9.89697,5.0855,6.0471,6.8847,10.6401,9.94615,5.3612,9.91577,9.00504,8.285739999999999,6.095,7.87104,8.358239999999999,12.2011,5.2385,11.7944,9.236360000000001,5.6385,7.6847,7.333480000000001,8.961739999999999,5.10441,5.63204,5.59251,10.7717,9.26807,8.894260000000001,9.04829,9.310310000000001,7.75051,5.0,11.4051,6.840439999999999,8.57064,11.241,9.76132,11.3402,12.3733,5.7324,6.4706,9.23957,5.0855,8.64578,9.236360000000001,6.9975,5.0,6.06162,6.6418,5.5992,5.4523,8.84465,6.9091,5.0,9.21551,8.5043,8.1667,11.8436,8.2045,7.3422,7.159510000000001,7.2458,11.6,10.3855,7.5889,6.8225,8.491,8.50528,7.426539999999999,9.33157,7.2860000000000005,8.55,6.7509,9.22531,8.98733,8.1044,7.0314,5.8255,6.4543,5.925,8.4891,6.7699,5.9641,8.8436,8.2904,7.6889,6.7088,7.5269,6.56,7.5637,6.2161,9.6005,6.9751,6.1595,8.384,7.2838,8.1535,7.239,6.5673,8.683069999999999,9.0855,5.2345,7.6889,8.709589999999999,5.5081,5.0,5.0,5.1205099999999995,5.1975,5.8255,8.625919999999999,7.5454,8.31655,9.44244,5.4776,6.4305,6.8555,6.8041,5.0,7.3942,5.9419,5.0,5.0496,5.0,8.2184,5.0,5.8614,5.0,1
T_PAN_2,6.12505,11.0026,6.78216,9.68018,11.4432,11.5898,7.090489999999999,8.613669999999999,9.664480000000001,11.6887,5.0,5.70716,8.91708,7.98273,10.1656,5.0,9.41067,8.22002,8.401,8.84958,5.0,9.10029,5.2555,5.0,9.83465,5.0,9.69031,8.49648,5.5697,10.4757,8.57201,10.797,8.22899,8.09158,5.037,5.07289,5.0,9.11272,9.85602,5.0,10.1298,8.96138,9.86308,8.081719999999999,7.167110000000001,5.0,10.5159,5.0,9.93118,6.7713,5.0,5.0,5.0,5.3966,5.0,6.790260000000001,5.224,9.22202,5.3824,10.059,7.36441,10.8242,11.1305,7.2359,9.39039,10.0806,5.0,5.0,10.3397,8.414060000000001,6.559239999999999,11.7382,6.956810000000001,6.50455,5.0,11.0082,9.629710000000001,11.8286,11.4358,11.411,12.0199,11.0074,10.9087,5.0,10.4955,5.7005,12.1994,9.082939999999999,9.3105,7.1155100000000004,10.1463,5.0,5.8525,6.1155,9.97349,9.94236,5.0,7.511089999999999,7.4764100000000004,8.02469,5.0,7.067489999999999,8.59971,12.0006,5.0,11.6174,9.61345,5.0,6.6716,7.12833,7.7865899999999995,5.0,5.39562,5.21504,10.9531,9.36389,9.344330000000001,9.60469,10.2273,8.23889,5.0,10.4481,7.161980000000001,8.80001,10.592,7.894369999999999,11.7594,11.9609,5.7119,5.5176,8.51028,5.0,5.98529,10.5545,5.0,5.0,5.65393,5.1326,5.0,5.0,9.745560000000001,6.0361,5.0,10.6852,7.894,8.34021,11.7574,7.5953,6.1802,5.2829,6.935,11.1439,9.08685,9.60997,6.3104,7.2345,7.886239999999999,6.919760000000001,8.53582,5.0,7.6547,5.7524,9.17652,8.04423,8.2035,6.2345,5.5565,5.955,5.0,8.2427,6.3335,5.0,8.0628,7.6729,7.0766,5.8679,6.7322,5.4475,5.8888,5.0,8.0313,6.1674,5.4475,7.8992,7.1674,7.6112,6.1588,6.1802,7.794689999999999,8.5283,5.0419,7.1523,9.246269999999999,5.0,5.0,5.0,5.0,5.0,5.5953,6.1194,5.935,7.55974,9.25892,5.0,5.1327,5.5953,5.023,5.0,6.803,5.0,5.0,5.0,5.0,8.6608,5.0,5.0,5.0,1
T_PAN_3,6.85005,11.7178,12.2488,10.3298,10.3996,11.7771,7.5944199999999995,8.18491,9.64208,11.9597,5.0,8.53145,8.40927,7.6501,9.17569,9.733239999999999,9.8023,8.45802,7.27145,9.157060000000001,5.0,8.32584,5.0,5.5235,7.55227,5.0,8.214039999999999,6.60545,5.0,9.8023,8.37905,9.789660000000001,6.44886,7.047039999999999,5.0,6.99345,5.0,6.63806,9.005989999999999,5.0,9.82076,7.373410000000001,7.5833,9.417119999999999,6.77385,5.0,10.0063,5.0,11.3192,6.9114,5.3308,5.0,5.0,5.6567,5.0,5.0,5.085,7.24171,5.9268,10.8258,5.0,11.402000000000001,9.580860000000001,7.4852,8.749189999999999,10.8515,5.0,6.7714,9.11812,7.25329,8.73808,11.7686,8.0943,5.80012,5.0,11.2588,9.56587,11.1169,10.8544,10.8241,11.2836,10.6346,10.2773,6.1854,9.70308,5.709,10.645,7.48309,8.17125,6.4646300000000005,11.1122,5.9314,5.0,5.0,9.28519,8.46463,5.6773,6.42063,6.39161,7.4301699999999995,5.0,7.973310000000001,6.63387,12.2168,5.0,11.8342,9.61865,5.5777,6.7553,6.2077800000000005,9.23071,5.66654,7.57773,7.83885,12.0323,9.20824,10.0522,10.1941,10.5446,8.864889999999999,5.0,12.073,9.53929,8.0782,10.8696,9.7949,11.9827,12.23,6.0762,6.9133,9.17172,5.0,5.13183,9.411019999999999,6.3181,5.0,5.0,5.4459,5.0,5.0,10.7897,7.3553,5.0,11.2801,7.5756,8.53545,10.7675,7.6316,6.4021,6.09326,6.8403,10.9117,9.01218,7.917089999999999,7.1964,7.188,7.38145,6.33315,8.324689999999999,8.276,8.6365,5.9324,8.223989999999999,7.75813,7.9283,6.2895,5.0,5.0,5.0,7.4396,5.3933,5.0,7.6974,7.1674,6.7627,5.0,6.3301,5.2895,6.4928,5.0,7.4496,5.9644,5.2379999999999995,8.479,6.2768,6.9485,7.8098,6.1812,8.257539999999999,8.4818,5.2379999999999995,7.7010000000000005,10.1668,5.0,5.0,5.0,5.0,5.0,5.0,10.7151,5.4566,7.5441,9.1536,5.0,6.4282,5.2511,5.0,5.0,7.0035,5.3755,5.0,5.0,5.0,9.33085,5.5119,5.0,5.0,1
T_PAN_4,6.9254,11.9496,9.34543,11.2613,11.754000000000001,11.8965,10.0953,10.2616,11.3433,12.1259,5.0,5.70487,10.2689,9.05638,10.9675,5.0602,11.0457,10.6429,8.71297,10.950999999999999,5.0,10.3848,6.1804,5.5054,10.0393,5.7601,10.4348,8.92028,6.3255,11.2605,9.96641,12.0261,9.73514,8.609160000000001,6.8627,6.12962,7.41295,8.9716,11.0198,5.0,11.622,9.61205,10.8141,9.73276,9.00497,5.0,11.1414,5.0,10.9356,6.9819,5.9657,5.0,5.0,5.849,5.0,6.0534099999999995,6.931,10.2444,6.2264,10.9149,6.202000000000001,11.2133,11.505,8.2339,10.5932,11.2085,5.412999999999999,7.7653,10.9881,7.988339999999999,8.093630000000001,11.8606,8.688989999999999,7.85792,5.27096,11.1473,10.8199,11.994000000000002,11.4751,11.6054,12.0998,11.6005,11.5939,5.0,11.5045,6.7759,12.0371,9.51794,9.7442,8.239180000000001,11.1113,5.0,7.8196,8.4744,10.4492,10.4712,5.7156,7.88555,8.64058,10.6149,6.5941,9.0706,9.736369999999999,12.1576,5.7024,11.7572,9.88457,5.1525,7.1492,7.883589999999999,9.83025,5.82568,7.20982,6.89723,11.9631,10.8176,10.7544,10.9944,11.175999999999998,9.93644,5.0,11.7975,8.84792,9.47376,11.1902,8.86933,12.0562,12.155,6.9127,6.8052,9.720289999999999,5.2036,6.4375599999999995,10.91,5.8052,5.0,7.391489999999999,6.5869,5.0,6.0411,10.722999999999999,8.1029,5.0,11.0223,8.5859,9.61031,11.6444,7.6799,6.7556,6.520519999999999,7.8315,11.1278,9.67104,11.3825,6.691,7.5788,8.64057,7.811380000000001,9.33741,6.6234,8.8835,6.4701,9.449710000000001,10.0426,8.7577,6.7619,7.0567,6.7535,6.4649,8.2106,6.8053,5.0,8.2942,8.1606,7.3399,6.9225,7.5365,6.6485,6.4468,5.2605,8.1096,6.621,6.0499,8.3718,7.523,7.9705,7.9225,6.8651,9.72097,9.1047,5.9504,7.4688,10.4492,5.3243,5.0,5.0,5.12355,5.0,5.4125,7.90075,7.3158,8.389569999999999,10.1398,5.0,6.1104,6.2545,7.0151,5.0,7.3413,5.117,5.0,5.2898,5.0,9.8325,5.0361,5.38,5.0,1
T_PAN_5,6.53381,12.0559,8.80503,10.9959,11.877,11.8485,10.1135,9.653960000000001,10.9969,12.1499,5.0,10.4874,10.0384,9.53018,11.9,5.69275,10.7134,10.5511,8.90136,10.9338,5.1284,10.2941,5.528,5.8312,11.2215,6.0974,10.437999999999999,8.9832,6.5222,11.3924,8.93136,11.8527,10.2258,9.215860000000001,5.4318,6.06566,5.0,8.21405,11.3127,5.0,10.3928,9.09737,9.64057,8.88556,8.717189999999999,5.1588,11.5579,5.113,9.071660000000001,6.9832,6.0001,5.0,5.0,6.025,5.0332,5.6399,6.9661,10.025,6.1052,9.7406,5.0,9.4595,11.6409,9.1588,11.1166,9.269039999999999,5.528,7.2568,10.7142,7.2206,7.9318,11.9413,8.22855,6.6578100000000004,5.94731,11.2669,10.6238,11.8402,11.5361,11.7178,12.1665,11.4741,11.453,5.4772,11.3426,6.3073,12.1734,9.94538,10.5057,7.5450800000000005,9.8013,8.0711,6.0586,6.0225,10.6334,10.9308,5.6099,7.46651,8.720089999999999,11.4961,6.8183,8.36908,7.56532,12.0413,5.0,11.9313,8.60132,6.1009,7.6672,7.14525,8.0693,7.3662,6.8392100000000005,6.4004199999999996,11.9539,10.8993,10.1207,10.3517,11.1912,9.85008,5.0,11.8825,9.67188,10.2058,11.505999999999998,9.33853,12.110999999999999,11.9654,6.797000000000001,6.6292,10.0151,5.955,6.5552399999999995,11.3949,5.4665,5.0,7.71557,6.0077,5.0,6.4611,8.148610000000001,7.5628,5.0,8.77796,7.631,8.90673,11.8127,7.611000000000001,6.6288,7.024939999999999,7.5113,11.4822,10.4438,7.43998,7.8173,7.3272,8.58617,8.00803,9.3435,6.7231,8.7679,6.6638,9.6194,8.452539999999999,8.5209,6.2857,5.62,6.8613,5.1381,7.9736,7.1658,5.62,8.2108,8.0383,7.2256,7.2459,7.9312,6.187,6.1689,5.0,7.6937,6.4248,6.2913,8.3272,7.4847,7.611000000000001,7.2197,6.9701,7.88373,9.124,6.3245,7.3327,11.3347,5.9596,5.0,5.0,5.008030000000001,5.0,5.3135,7.8192699999999995,7.4042,8.60316,9.74005,5.0,5.2459,6.0745,6.9771,5.0,7.1129999999999995,5.3245,5.0,5.827000000000001,5.0,10.0867,5.3025,5.0,5.0,1
T_PAN_6,5.0,11.1548,5.07154,8.535730000000001,9.612110000000001,11.1517,6.809810000000001,7.710139999999999,9.25018,11.6941,5.0,5.334569999999999,7.185,7.298610000000001,8.09431,5.0,8.616610000000001,7.542839999999999,6.86383,8.57674,5.0,6.94839,5.0,5.0,5.0583599999999995,5.0,8.011280000000001,6.29018,5.0,10.2789,7.519,11.5001,8.3291,6.91223,6.2327,5.0,11.1423,7.03837,9.88544,5.0,9.82594,7.6825,5.72481,7.9749300000000005,6.1167300000000004,5.0,10.6927,5.0,9.912230000000001,6.3882,5.0,5.0,5.0,5.5663,5.0,5.0,5.0,7.98367,5.0,8.52978,5.0,9.98105,10.7481,7.0781,6.69532,8.0181,5.0,5.1357,10.3735,6.762410000000001,5.55932,11.1723,6.20451,5.9012400000000005,5.0,9.53926,7.6448100000000005,11.2085,10.8072,10.329,11.501,10.5711,10.7255,5.0,10.298,5.0872,11.9398,7.22052,8.118889999999999,6.20987,8.47067,5.0,5.0,5.0,9.416139999999999,8.16648,5.0,7.508089999999999,7.045939999999999,6.88125,5.8473,5.96594,6.624910000000001,11.7425,6.6047,10.8252,8.30172,5.0,7.4045,6.46844,6.93395,5.0,5.0,5.11033,11.219000000000001,8.77149,7.86097,8.17197,8.33272,7.101719999999999,5.0,11.0313,6.22052,7.13023,9.3928,7.8846,11.4019,11.9575,5.0,5.0872,7.49937,5.0,5.42767,7.50592,5.0,5.0,5.0,5.1217,5.0,5.0,8.51026,5.0,5.0,8.9669,7.5262,7.6261600000000005,11.1607,7.4778,6.0699,5.37582,6.5283,9.70325,7.5282800000000005,6.68111,5.8023,6.9298,7.50747,6.14729,7.91092,5.5075,7.2907,5.9516,7.96842,7.43435,7.3527,5.6126,5.4906,5.0,5.0,7.6774,5.9204,5.0,7.9109,7.2511,6.7287,6.4991,6.6511,6.0812,6.236000000000001,7.2907,7.2411,6.3339,5.0,7.7572,6.7536,5.2511,5.8294,5.895,7.12012,8.4144,5.0,7.1766,8.41882,5.0,5.0,5.0,5.0,5.0,5.0,5.80912,5.9881,7.0896300000000005,8.36776,5.0,6.6996,5.8361,5.3386,5.0,6.2511,5.0,5.0,5.0,5.0,7.72145,5.0,5.0,5.0,1
